pid,scenario,choice,cartime,carcost,acttime,ebikecost,escootcost,gender,age,education,employment,income,car_own,moto_own,cycle_own,escoot_own,bike_frequency,escooter_frequency,PT_frequency,metro_frequency,young,carpsafe,ebikepsafe,escootpsafe,walkpsafe,intchoice,binchoice1,binchoice2,binchoice3,binchoice4
113,scenario31,walk,40,6.5,25,3.0,3.5,0.0,4.0,3.0,3.0,2.0,0,0,0,0,2.0,,0.0,1.0,0,4.0,2.0,1.0,5.0,1,0,0,0,1
113,scenario13,ebike,20,5.0,25,4.5,3.5,0.0,4.0,3.0,3.0,2.0,0,0,0,0,2.0,,0.0,1.0,0,6.0,6.0,4.0,6.0,3,0,1,0,0
113,scenario28,escoot,5,3.5,25,3.0,2.0,0.0,4.0,3.0,3.0,2.0,0,0,0,0,2.0,,0.0,1.0,0,6.0,3.0,4.0,7.0,2,0,0,1,0
113,scenario22,walk,20,3.5,5,4.5,2.0,0.0,4.0,3.0,3.0,2.0,0,0,0,0,2.0,,0.0,1.0,0,2.0,6.0,2.0,2.0,1,0,0,0,1
113,scenario01,car,40,3.5,25,1.5,0.5,0.0,4.0,3.0,3.0,2.0,0,0,0,0,2.0,,0.0,1.0,0,6.0,2.0,3.0,4.0,4,1,0,0,0
113,scenario25,walk,20,6.5,15,3.0,2.0,0.0,4.0,3.0,3.0,2.0,0,0,0,0,2.0,,0.0,1.0,0,4.0,3.0,3.0,6.0,1,0,0,0,1
113,scenario16,walk,40,3.5,15,1.5,3.5,0.0,4.0,3.0,3.0,2.0,0,0,0,0,2.0,,0.0,1.0,0,5.0,3.0,3.0,6.0,1,0,0,0,1
113,scenario10,ebike,20,6.5,5,1.5,3.5,0.0,4.0,3.0,3.0,2.0,0,0,0,0,2.0,,0.0,1.0,0,4.0,5.0,6.0,6.0,3,0,1,0,0
113,scenario07,ebike,5,5.0,15,1.5,2.0,0.0,4.0,3.0,3.0,2.0,0,0,0,0,2.0,,0.0,1.0,0,2.0,6.0,6.0,3.0,3,0,1,0,0
113,scenario19,walk,5,6.5,15,4.5,0.5,0.0,4.0,3.0,3.0,2.0,0,0,0,0,2.0,,0.0,1.0,0,4.0,4.0,4.0,4.0,1,0,0,0,1
113,scenario04,walk,5,5.0,5,3.0,0.5,0.0,4.0,3.0,3.0,2.0,0,0,0,0,2.0,,0.0,1.0,0,5.0,4.0,4.0,6.0,1,0,0,0,1
114,scenario34,walk,40,5.0,5,4.5,0.5,0.0,4.0,4.0,0.0,3.0,1,0,1,0,0.0,0.0,0.0,2.0,0,5.0,2.0,1.0,7.0,1,0,0,0,1
114,scenario31,ebike,40,6.5,25,3.0,3.5,0.0,4.0,4.0,0.0,3.0,1,0,1,0,0.0,0.0,0.0,2.0,0,6.0,4.0,3.0,7.0,3,0,1,0,0
114,scenario13,ebike,20,5.0,25,4.5,3.5,0.0,4.0,4.0,0.0,3.0,1,0,1,0,0.0,0.0,0.0,2.0,0,6.0,6.0,3.0,7.0,3,0,1,0,0
114,scenario28,ebike,5,3.5,25,3.0,2.0,0.0,4.0,4.0,0.0,3.0,1,0,1,0,0.0,0.0,0.0,2.0,0,6.0,2.0,2.0,7.0,3,0,1,0,0
114,scenario22,walk,20,3.5,5,4.5,2.0,0.0,4.0,4.0,0.0,3.0,1,0,1,0,0.0,0.0,0.0,2.0,0,6.0,2.0,1.0,6.0,1,0,0,0,1
114,scenario01,ebike,40,3.5,25,1.5,0.5,0.0,4.0,4.0,0.0,3.0,1,0,1,0,0.0,0.0,0.0,2.0,0,6.0,5.0,2.0,7.0,3,0,1,0,0
114,scenario25,ebike,20,6.5,15,3.0,2.0,0.0,4.0,4.0,0.0,3.0,1,0,1,0,0.0,0.0,0.0,2.0,0,6.0,2.0,1.0,7.0,3,0,1,0,0
114,scenario16,ebike,40,3.5,15,1.5,3.5,0.0,4.0,4.0,0.0,3.0,1,0,1,0,0.0,0.0,0.0,2.0,0,5.0,5.0,1.0,7.0,3,0,1,0,0
114,scenario10,walk,20,6.5,5,1.5,3.5,0.0,4.0,4.0,0.0,3.0,1,0,1,0,0.0,0.0,0.0,2.0,0,7.0,7.0,2.0,7.0,1,0,0,0,1
114,scenario07,ebike,5,5.0,15,1.5,2.0,0.0,4.0,4.0,0.0,3.0,1,0,1,0,0.0,0.0,0.0,2.0,0,5.0,5.0,2.0,7.0,3,0,1,0,0
114,scenario19,ebike,5,6.5,15,4.5,0.5,0.0,4.0,4.0,0.0,3.0,1,0,1,0,0.0,0.0,0.0,2.0,0,6.0,5.0,1.0,7.0,3,0,1,0,0
114,scenario04,walk,5,5.0,5,3.0,0.5,0.0,4.0,4.0,0.0,3.0,1,0,1,0,0.0,0.0,0.0,2.0,0,3.0,6.0,1.0,7.0,1,0,0,0,1
115,scenario34,walk,40,5.0,5,4.5,0.5,0.0,2.0,4.0,3.0,2.0,0,0,0,0,0.0,0.0,3.0,4.0,0,2.0,1.0,1.0,1.0,1,0,0,0,1
115,scenario31,walk,40,6.5,25,3.0,3.5,0.0,2.0,4.0,3.0,2.0,0,0,0,0,0.0,0.0,3.0,4.0,0,6.0,1.0,1.0,7.0,1,0,0,0,1
115,scenario13,ebike,20,5.0,25,4.5,3.5,0.0,2.0,4.0,3.0,2.0,0,0,0,0,0.0,0.0,3.0,4.0,0,1.0,7.0,7.0,3.0,3,0,1,0,0
115,scenario28,walk,5,3.5,25,3.0,2.0,0.0,2.0,4.0,3.0,2.0,0,0,0,0,0.0,0.0,3.0,4.0,0,4.0,2.0,2.0,6.0,1,0,0,0,1
115,scenario22,walk,20,3.5,5,4.5,2.0,0.0,2.0,4.0,3.0,2.0,0,0,0,0,0.0,0.0,3.0,4.0,0,1.0,1.0,1.0,4.0,1,0,0,0,1
115,scenario01,walk,40,3.5,25,1.5,0.5,0.0,2.0,4.0,3.0,2.0,0,0,0,0,0.0,0.0,3.0,4.0,0,2.0,2.0,2.0,4.0,1,0,0,0,1
115,scenario25,walk,20,6.5,15,3.0,2.0,0.0,2.0,4.0,3.0,2.0,0,0,0,0,0.0,0.0,3.0,4.0,0,4.0,4.0,4.0,6.0,1,0,0,0,1
115,scenario16,walk,40,3.5,15,1.5,3.5,0.0,2.0,4.0,3.0,2.0,0,0,0,0,0.0,0.0,3.0,4.0,0,2.0,2.0,2.0,6.0,1,0,0,0,1
115,scenario10,walk,20,6.5,5,1.5,3.5,0.0,2.0,4.0,3.0,2.0,0,0,0,0,0.0,0.0,3.0,4.0,0,6.0,7.0,7.0,7.0,1,0,0,0,1
115,scenario19,walk,5,6.5,15,4.5,0.5,0.0,2.0,4.0,3.0,2.0,0,0,0,0,0.0,0.0,3.0,4.0,0,2.0,2.0,2.0,4.0,1,0,0,0,1
115,scenario04,walk,5,5.0,5,3.0,0.5,0.0,2.0,4.0,3.0,2.0,0,0,0,0,0.0,0.0,3.0,4.0,0,3.0,3.0,3.0,6.0,1,0,0,0,1
116,scenario34,escoot,40,5.0,5,4.5,0.5,1.0,4.0,3.0,3.0,4.0,1,0,1,0,2.0,0.0,0.0,1.0,0,5.0,4.0,4.0,2.0,2,0,0,1,0
116,scenario31,ebike,40,6.5,25,3.0,3.5,1.0,4.0,3.0,3.0,4.0,1,0,1,0,2.0,0.0,0.0,1.0,0,5.0,2.0,2.0,5.0,3,0,1,0,0
116,scenario13,ebike,20,5.0,25,4.5,3.5,1.0,4.0,3.0,3.0,4.0,1,0,1,0,2.0,0.0,0.0,1.0,0,3.0,6.0,6.0,5.0,3,0,1,0,0
116,scenario28,car,5,3.5,25,3.0,2.0,1.0,4.0,3.0,3.0,4.0,1,0,1,0,2.0,0.0,0.0,1.0,0,5.0,2.0,2.0,4.0,4,1,0,0,0
116,scenario22,car,20,3.5,5,4.5,2.0,1.0,4.0,3.0,3.0,4.0,1,0,1,0,2.0,0.0,0.0,1.0,0,5.0,2.0,2.0,2.0,4,1,0,0,0
116,scenario01,car,40,3.5,25,1.5,0.5,1.0,4.0,3.0,3.0,4.0,1,0,1,0,2.0,0.0,0.0,1.0,0,6.0,2.0,2.0,4.0,4,1,0,0,0
116,scenario25,walk,20,6.5,15,3.0,2.0,1.0,4.0,3.0,3.0,4.0,1,0,1,0,2.0,0.0,0.0,1.0,0,2.0,2.0,2.0,7.0,1,0,0,0,1
116,scenario16,walk,40,3.5,15,1.5,3.5,1.0,4.0,3.0,3.0,4.0,1,0,1,0,2.0,0.0,0.0,1.0,0,3.0,2.0,2.0,7.0,1,0,0,0,1
116,scenario10,ebike,20,6.5,5,1.5,3.5,1.0,4.0,3.0,3.0,4.0,1,0,1,0,2.0,0.0,0.0,1.0,0,3.0,7.0,7.0,7.0,3,0,1,0,0
116,scenario07,ebike,5,5.0,15,1.5,2.0,1.0,4.0,3.0,3.0,4.0,1,0,1,0,2.0,0.0,0.0,1.0,0,3.0,6.0,6.0,2.0,3,0,1,0,0
116,scenario19,walk,5,6.5,15,4.5,0.5,1.0,4.0,3.0,3.0,4.0,1,0,1,0,2.0,0.0,0.0,1.0,0,4.0,2.0,2.0,5.0,1,0,0,0,1
116,scenario04,walk,5,5.0,5,3.0,0.5,1.0,4.0,3.0,3.0,4.0,1,0,1,0,2.0,0.0,0.0,1.0,0,3.0,2.0,2.0,7.0,1,0,0,0,1
117,scenario34,car,40,5.0,5,4.5,0.5,1.0,1.0,3.0,3.0,2.0,1,0,1,0,0.0,0.0,1.0,1.0,1,3.0,1.0,1.0,3.0,4,1,0,0,0
117,scenario31,car,40,6.5,25,3.0,3.5,1.0,1.0,3.0,3.0,2.0,1,0,1,0,0.0,0.0,1.0,1.0,1,4.0,1.0,1.0,4.0,4,1,0,0,0
117,scenario13,walk,20,5.0,25,4.5,3.5,1.0,1.0,3.0,3.0,2.0,1,0,1,0,0.0,0.0,1.0,1.0,1,6.0,3.0,3.0,6.0,1,0,0,0,1
117,scenario28,car,5,3.5,25,3.0,2.0,1.0,1.0,3.0,3.0,2.0,1,0,1,0,0.0,0.0,1.0,1.0,1,4.0,2.0,2.0,4.0,4,1,0,0,0
117,scenario22,walk,20,3.5,5,4.5,2.0,1.0,1.0,3.0,3.0,2.0,1,0,1,0,0.0,0.0,1.0,1.0,1,2.0,1.0,1.0,3.0,1,0,0,0,1
117,scenario01,car,40,3.5,25,1.5,0.5,1.0,1.0,3.0,3.0,2.0,1,0,1,0,0.0,0.0,1.0,1.0,1,3.0,1.0,1.0,5.0,4,1,0,0,0
117,scenario25,car,20,6.5,15,3.0,2.0,1.0,1.0,3.0,3.0,2.0,1,0,1,0,0.0,0.0,1.0,1.0,1,3.0,1.0,1.0,4.0,4,1,0,0,0
117,scenario16,car,40,3.5,15,1.5,3.5,1.0,1.0,3.0,3.0,2.0,1,0,1,0,0.0,0.0,1.0,1.0,1,5.0,1.0,1.0,3.0,4,1,0,0,0
117,scenario10,ebike,20,6.5,5,1.5,3.5,1.0,1.0,3.0,3.0,2.0,1,0,1,0,0.0,0.0,1.0,1.0,1,3.0,4.0,4.0,3.0,3,0,1,0,0
117,scenario07,ebike,5,5.0,15,1.5,2.0,1.0,1.0,3.0,3.0,2.0,1,0,1,0,0.0,0.0,1.0,1.0,1,3.0,4.0,4.0,3.0,3,0,1,0,0
117,scenario19,walk,5,6.5,15,4.5,0.5,1.0,1.0,3.0,3.0,2.0,1,0,1,0,0.0,0.0,1.0,1.0,1,4.0,1.0,1.0,5.0,1,0,0,0,1
117,scenario04,walk,5,5.0,5,3.0,0.5,1.0,1.0,3.0,3.0,2.0,1,0,1,0,0.0,0.0,1.0,1.0,1,3.0,2.0,2.0,6.0,1,0,0,0,1
118,scenario34,walk,40,5.0,5,4.5,0.5,1.0,2.0,4.0,3.0,2.0,1,0,1,0,2.0,2.0,1.0,1.0,0,5.0,4.0,4.0,6.0,1,0,0,0,1
118,scenario31,ebike,40,6.5,25,3.0,3.5,1.0,2.0,4.0,3.0,2.0,1,0,1,0,2.0,2.0,1.0,1.0,0,5.0,5.0,5.0,6.0,3,0,1,0,0
118,scenario13,ebike,20,5.0,25,4.5,3.5,1.0,2.0,4.0,3.0,2.0,1,0,1,0,2.0,2.0,1.0,1.0,0,5.0,6.0,6.0,6.0,3,0,1,0,0
118,scenario28,car,5,3.5,25,3.0,2.0,1.0,2.0,4.0,3.0,2.0,1,0,1,0,2.0,2.0,1.0,1.0,0,5.0,6.0,6.0,6.0,4,1,0,0,0
118,scenario22,ebike,20,3.5,5,4.5,2.0,1.0,2.0,4.0,3.0,2.0,1,0,1,0,2.0,2.0,1.0,1.0,0,4.0,4.0,4.0,5.0,3,0,1,0,0
118,scenario01,ebike,40,3.5,25,1.5,0.5,1.0,2.0,4.0,3.0,2.0,1,0,1,0,2.0,2.0,1.0,1.0,0,4.0,4.0,4.0,5.0,3,0,1,0,0
118,scenario25,ebike,20,6.5,15,3.0,2.0,1.0,2.0,4.0,3.0,2.0,1,0,1,0,2.0,2.0,1.0,1.0,0,5.0,6.0,6.0,6.0,3,0,1,0,0
118,scenario16,ebike,40,3.5,15,1.5,3.5,1.0,2.0,4.0,3.0,2.0,1,0,1,0,2.0,2.0,1.0,1.0,0,4.0,5.0,5.0,5.0,3,0,1,0,0
118,scenario10,walk,20,6.5,5,1.5,3.5,1.0,2.0,4.0,3.0,2.0,1,0,1,0,2.0,2.0,1.0,1.0,0,5.0,4.0,4.0,5.0,1,0,0,0,1
118,scenario07,ebike,5,5.0,15,1.5,2.0,1.0,2.0,4.0,3.0,2.0,1,0,1,0,2.0,2.0,1.0,1.0,0,3.0,3.0,3.0,3.0,3,0,1,0,0
118,scenario19,ebike,5,6.5,15,4.5,0.5,1.0,2.0,4.0,3.0,2.0,1,0,1,0,2.0,2.0,1.0,1.0,0,4.0,4.0,4.0,6.0,3,0,1,0,0
118,scenario04,car,5,5.0,5,3.0,0.5,1.0,2.0,4.0,3.0,2.0,1,0,1,0,2.0,2.0,1.0,1.0,0,6.0,4.0,4.0,6.0,4,1,0,0,0
119,scenario34,walk,40,5.0,5,4.5,0.5,0.0,1.0,4.0,3.0,2.0,1,0,1,0,3.0,0.0,2.0,2.0,1,5.0,4.0,2.0,7.0,1,0,0,0,1
119,scenario31,ebike,40,6.5,25,3.0,3.5,0.0,1.0,4.0,3.0,2.0,1,0,1,0,3.0,0.0,2.0,2.0,1,6.0,3.0,2.0,5.0,3,0,1,0,0
119,scenario13,ebike,20,5.0,25,4.5,3.5,0.0,1.0,4.0,3.0,2.0,1,0,1,0,3.0,0.0,2.0,2.0,1,6.0,6.0,2.0,6.0,3,0,1,0,0
119,scenario28,car,5,3.5,25,3.0,2.0,0.0,1.0,4.0,3.0,2.0,1,0,1,0,3.0,0.0,2.0,2.0,1,6.0,3.0,2.0,5.0,4,1,0,0,0
119,scenario22,ebike,20,3.5,5,4.5,2.0,0.0,1.0,4.0,3.0,2.0,1,0,1,0,3.0,0.0,2.0,2.0,1,7.0,3.0,1.0,5.0,3,0,1,0,0
119,scenario01,ebike,40,3.5,25,1.5,0.5,0.0,1.0,4.0,3.0,2.0,1,0,1,0,3.0,0.0,2.0,2.0,1,7.0,3.0,1.0,5.0,3,0,1,0,0
119,scenario25,ebike,20,6.5,15,3.0,2.0,0.0,1.0,4.0,3.0,2.0,1,0,1,0,3.0,0.0,2.0,2.0,1,7.0,5.0,2.0,6.0,3,0,1,0,0
119,scenario16,ebike,40,3.5,15,1.5,3.5,0.0,1.0,4.0,3.0,2.0,1,0,1,0,3.0,0.0,2.0,2.0,1,7.0,5.0,2.0,6.0,3,0,1,0,0
119,scenario10,ebike,20,6.5,5,1.5,3.5,0.0,1.0,4.0,3.0,2.0,1,0,1,0,3.0,0.0,2.0,2.0,1,7.0,5.0,2.0,6.0,3,0,1,0,0
119,scenario07,ebike,5,5.0,15,1.5,2.0,0.0,1.0,4.0,3.0,2.0,1,0,1,0,3.0,0.0,2.0,2.0,1,7.0,6.0,2.0,6.0,3,0,1,0,0
119,scenario19,car,5,6.5,15,4.5,0.5,0.0,1.0,4.0,3.0,2.0,1,0,1,0,3.0,0.0,2.0,2.0,1,7.0,4.0,2.0,6.0,4,1,0,0,0
119,scenario04,ebike,5,5.0,5,3.0,0.5,0.0,1.0,4.0,3.0,2.0,1,0,1,0,3.0,0.0,2.0,2.0,1,7.0,5.0,2.0,6.0,3,0,1,0,0
120,scenario34,walk,40,5.0,5,4.5,0.5,0.0,1.0,3.0,3.0,2.0,1,0,0,0,0.0,0.0,1.0,1.0,1,4.0,2.0,2.0,6.0,1,0,0,0,1
120,scenario31,car,40,6.5,25,3.0,3.5,0.0,1.0,3.0,3.0,2.0,1,0,0,0,0.0,0.0,1.0,1.0,1,5.0,1.0,1.0,4.0,4,1,0,0,0
120,scenario13,ebike,20,5.0,25,4.5,3.5,0.0,1.0,3.0,3.0,2.0,1,0,0,0,0.0,0.0,1.0,1.0,1,2.0,6.0,6.0,3.0,3,0,1,0,0
120,scenario28,car,5,3.5,25,3.0,2.0,0.0,1.0,3.0,3.0,2.0,1,0,0,0,0.0,0.0,1.0,1.0,1,3.0,1.0,1.0,6.0,4,1,0,0,0
120,scenario22,walk,20,3.5,5,4.5,2.0,0.0,1.0,3.0,3.0,2.0,1,0,0,0,0.0,0.0,1.0,1.0,1,4.0,1.0,1.0,4.0,1,0,0,0,1
120,scenario01,car,40,3.5,25,1.5,0.5,0.0,1.0,3.0,3.0,2.0,1,0,0,0,0.0,0.0,1.0,1.0,1,4.0,2.0,2.0,4.0,4,1,0,0,0
120,scenario25,car,20,6.5,15,3.0,2.0,0.0,1.0,3.0,3.0,2.0,1,0,0,0,0.0,0.0,1.0,1.0,1,5.0,3.0,3.0,6.0,4,1,0,0,0
120,scenario16,car,40,3.5,15,1.5,3.5,0.0,1.0,3.0,3.0,2.0,1,0,0,0,0.0,0.0,1.0,1.0,1,5.0,3.0,3.0,5.0,4,1,0,0,0
120,scenario10,ebike,20,6.5,5,1.5,3.5,0.0,1.0,3.0,3.0,2.0,1,0,0,0,0.0,0.0,1.0,1.0,1,5.0,6.0,6.0,6.0,3,0,1,0,0
120,scenario07,ebike,5,5.0,15,1.5,2.0,0.0,1.0,3.0,3.0,2.0,1,0,0,0,0.0,0.0,1.0,1.0,1,4.0,6.0,6.0,5.0,3,0,1,0,0
120,scenario19,escoot,5,6.5,15,4.5,0.5,0.0,1.0,3.0,3.0,2.0,1,0,0,0,0.0,0.0,1.0,1.0,1,3.0,2.0,2.0,5.0,2,0,0,1,0
120,scenario04,escoot,5,5.0,5,3.0,0.5,0.0,1.0,3.0,3.0,2.0,1,0,0,0,0.0,0.0,1.0,1.0,1,4.0,3.0,5.0,5.0,2,0,0,1,0
121,scenario34,car,40,5.0,5,4.5,0.5,0.0,1.0,4.0,1.0,0.0,1,0,0,0,0.0,0.0,1.0,2.0,1,6.0,1.0,2.0,3.0,4,1,0,0,0
121,scenario31,walk,40,6.5,25,3.0,3.5,0.0,1.0,4.0,1.0,0.0,1,0,0,0,0.0,0.0,1.0,2.0,1,6.0,2.0,3.0,6.0,1,0,0,0,1
121,scenario13,escoot,20,5.0,25,4.5,3.5,0.0,1.0,4.0,1.0,0.0,1,0,0,0,0.0,0.0,1.0,2.0,1,6.0,7.0,7.0,5.0,2,0,0,1,0
121,scenario28,car,5,3.5,25,3.0,2.0,0.0,1.0,4.0,1.0,0.0,1,0,0,0,0.0,0.0,1.0,2.0,1,6.0,3.0,4.0,7.0,4,1,0,0,0
121,scenario22,walk,20,3.5,5,4.5,2.0,0.0,1.0,4.0,1.0,0.0,1,0,0,0,0.0,0.0,1.0,2.0,1,4.0,1.0,1.0,5.0,1,0,0,0,1
121,scenario01,car,40,3.5,25,1.5,0.5,0.0,1.0,4.0,1.0,0.0,1,0,0,0,0.0,0.0,1.0,2.0,1,5.0,1.0,2.0,5.0,4,1,0,0,0
121,scenario25,escoot,20,6.5,15,3.0,2.0,0.0,1.0,4.0,1.0,0.0,1,0,0,0,0.0,0.0,1.0,2.0,1,5.0,2.0,6.0,6.0,2,0,0,1,0
121,scenario16,escoot,40,3.5,15,1.5,3.5,0.0,1.0,4.0,1.0,0.0,1,0,0,0,0.0,0.0,1.0,2.0,1,4.0,2.0,5.0,6.0,2,0,0,1,0
121,scenario10,ebike,20,6.5,5,1.5,3.5,0.0,1.0,4.0,1.0,0.0,1,0,0,0,0.0,0.0,1.0,2.0,1,4.0,7.0,7.0,7.0,3,0,1,0,0
121,scenario07,ebike,5,5.0,15,1.5,2.0,0.0,1.0,4.0,1.0,0.0,1,0,0,0,0.0,0.0,1.0,2.0,1,5.0,6.0,4.0,5.0,3,0,1,0,0
121,scenario19,walk,5,6.5,15,4.5,0.5,0.0,1.0,4.0,1.0,0.0,1,0,0,0,0.0,0.0,1.0,2.0,1,4.0,3.0,2.0,6.0,1,0,0,0,1
121,scenario04,escoot,5,5.0,5,3.0,0.5,0.0,1.0,4.0,1.0,0.0,1,0,0,0,0.0,0.0,1.0,2.0,1,5.0,4.0,6.0,5.0,2,0,0,1,0
122,scenario34,car,40,5.0,5,4.5,0.5,0.0,4.0,3.0,3.0,,1,0,0,0,0.0,0.0,1.0,2.0,0,6.0,1.0,1.0,4.0,4,1,0,0,0
122,scenario31,car,40,6.5,25,3.0,3.5,0.0,4.0,3.0,3.0,,1,0,0,0,0.0,0.0,1.0,2.0,0,6.0,1.0,2.0,5.0,4,1,0,0,0
122,scenario13,ebike,20,5.0,25,4.5,3.5,0.0,4.0,3.0,3.0,,1,0,0,0,0.0,0.0,1.0,2.0,0,6.0,5.0,5.0,4.0,3,0,1,0,0
122,scenario28,walk,5,3.5,25,3.0,2.0,0.0,4.0,3.0,3.0,,1,0,0,0,0.0,0.0,1.0,2.0,0,5.0,1.0,2.0,6.0,1,0,0,0,1
122,scenario22,car,20,3.5,5,4.5,2.0,0.0,4.0,3.0,3.0,,1,0,0,0,0.0,0.0,1.0,2.0,0,5.0,1.0,1.0,4.0,4,1,0,0,0
122,scenario01,car,40,3.5,25,1.5,0.5,0.0,4.0,3.0,3.0,,1,0,0,0,0.0,0.0,1.0,2.0,0,5.0,1.0,1.0,4.0,4,1,0,0,0
122,scenario25,escoot,20,6.5,15,3.0,2.0,0.0,4.0,3.0,3.0,,1,0,0,0,0.0,0.0,1.0,2.0,0,4.0,1.0,5.0,6.0,2,0,0,1,0
122,scenario16,escoot,40,3.5,15,1.5,3.5,0.0,4.0,3.0,3.0,,1,0,0,0,0.0,0.0,1.0,2.0,0,4.0,1.0,6.0,6.0,2,0,0,1,0
122,scenario10,ebike,20,6.5,5,1.5,3.5,0.0,4.0,3.0,3.0,,1,0,0,0,0.0,0.0,1.0,2.0,0,5.0,6.0,6.0,6.0,3,0,1,0,0
122,scenario07,ebike,5,5.0,15,1.5,2.0,0.0,4.0,3.0,3.0,,1,0,0,0,0.0,0.0,1.0,2.0,0,5.0,6.0,2.0,4.0,3,0,1,0,0
122,scenario19,car,5,6.5,15,4.5,0.5,0.0,4.0,3.0,3.0,,1,0,0,0,0.0,0.0,1.0,2.0,0,5.0,1.0,2.0,5.0,4,1,0,0,0
122,scenario04,escoot,5,5.0,5,3.0,0.5,0.0,4.0,3.0,3.0,,1,0,0,0,0.0,0.0,1.0,2.0,0,6.0,1.0,5.0,4.0,2,0,0,1,0
123,scenario34,car,40,5.0,5,4.5,0.5,1.0,5.0,3.0,0.0,,1,0,0,0,0.0,0.0,1.0,2.0,0,5.0,1.0,2.0,3.0,4,1,0,0,0
123,scenario31,car,40,6.5,25,3.0,3.5,1.0,5.0,3.0,0.0,,1,0,0,0,0.0,0.0,1.0,2.0,0,6.0,1.0,2.0,6.0,4,1,0,0,0
123,scenario13,ebike,20,5.0,25,4.5,3.5,1.0,5.0,3.0,0.0,,1,0,0,0,0.0,0.0,1.0,2.0,0,6.0,6.0,6.0,5.0,3,0,1,0,0
123,scenario28,car,5,3.5,25,3.0,2.0,1.0,5.0,3.0,0.0,,1,0,0,0,0.0,0.0,1.0,2.0,0,6.0,1.0,2.0,6.0,4,1,0,0,0
123,scenario22,walk,20,3.5,5,4.5,2.0,1.0,5.0,3.0,0.0,,1,0,0,0,0.0,0.0,1.0,2.0,0,4.0,1.0,1.0,4.0,1,0,0,0,1
123,scenario01,car,40,3.5,25,1.5,0.5,1.0,5.0,3.0,0.0,,1,0,0,0,0.0,0.0,1.0,2.0,0,5.0,1.0,1.0,5.0,4,1,0,0,0
123,scenario25,escoot,20,6.5,15,3.0,2.0,1.0,5.0,3.0,0.0,,1,0,0,0,0.0,0.0,1.0,2.0,0,5.0,1.0,5.0,6.0,2,0,0,1,0
123,scenario16,walk,40,3.5,15,1.5,3.5,1.0,5.0,3.0,0.0,,1,0,0,0,0.0,0.0,1.0,2.0,0,5.0,2.0,6.0,7.0,1,0,0,0,1
123,scenario10,ebike,20,6.5,5,1.5,3.5,1.0,5.0,3.0,0.0,,1,0,0,0,0.0,0.0,1.0,2.0,0,5.0,6.0,6.0,7.0,3,0,1,0,0
123,scenario07,ebike,5,5.0,15,1.5,2.0,1.0,5.0,3.0,0.0,,1,0,0,0,0.0,0.0,1.0,2.0,0,4.0,6.0,3.0,4.0,3,0,1,0,0
123,scenario19,walk,5,6.5,15,4.5,0.5,1.0,5.0,3.0,0.0,,1,0,0,0,0.0,0.0,1.0,2.0,0,5.0,1.0,2.0,5.0,1,0,0,0,1
123,scenario04,escoot,5,5.0,5,3.0,0.5,1.0,5.0,3.0,0.0,,1,0,0,0,0.0,0.0,1.0,2.0,0,5.0,1.0,4.0,4.0,2,0,0,1,0
124,scenario34,walk,40,5.0,5,4.5,0.5,0.0,1.0,4.0,3.0,2.0,1,0,0,0,0.0,0.0,0.0,1.0,1,2.0,1.0,1.0,2.0,1,0,0,0,1
124,scenario31,car,40,6.5,25,3.0,3.5,0.0,1.0,4.0,3.0,2.0,1,0,0,0,0.0,0.0,0.0,1.0,1,4.0,2.0,2.0,4.0,4,1,0,0,0
124,scenario13,car,20,5.0,25,4.5,3.5,0.0,1.0,4.0,3.0,2.0,1,0,0,0,0.0,0.0,0.0,1.0,1,4.0,2.0,2.0,4.0,4,1,0,0,0
124,scenario28,car,5,3.5,25,3.0,2.0,0.0,1.0,4.0,3.0,2.0,1,0,0,0,0.0,0.0,0.0,1.0,1,5.0,1.0,1.0,4.0,4,1,0,0,0
124,scenario22,walk,20,3.5,5,4.5,2.0,0.0,1.0,4.0,3.0,2.0,1,0,0,0,0.0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,0,0,0,1
124,scenario01,car,40,3.5,25,1.5,0.5,0.0,1.0,4.0,3.0,2.0,1,0,0,0,0.0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,4,1,0,0,0
124,scenario25,car,20,6.5,15,3.0,2.0,0.0,1.0,4.0,3.0,2.0,1,0,0,0,0.0,0.0,0.0,1.0,1,3.0,1.0,1.0,3.0,4,1,0,0,0
124,scenario16,walk,40,3.5,15,1.5,3.5,0.0,1.0,4.0,3.0,2.0,1,0,0,0,0.0,0.0,0.0,1.0,1,4.0,2.0,2.0,5.0,1,0,0,0,1
124,scenario10,walk,20,6.5,5,1.5,3.5,0.0,1.0,4.0,3.0,2.0,1,0,0,0,0.0,0.0,0.0,1.0,1,6.0,4.0,4.0,6.0,1,0,0,0,1
124,scenario07,ebike,5,5.0,15,1.5,2.0,0.0,1.0,4.0,3.0,2.0,1,0,0,0,0.0,0.0,0.0,1.0,1,5.0,4.0,4.0,6.0,3,0,1,0,0
124,scenario19,escoot,5,6.5,15,4.5,0.5,0.0,1.0,4.0,3.0,2.0,1,0,0,0,0.0,0.0,0.0,1.0,1,4.0,1.0,1.0,6.0,2,0,0,1,0
124,scenario04,walk,5,5.0,5,3.0,0.5,0.0,1.0,4.0,3.0,2.0,1,0,0,0,0.0,0.0,0.0,1.0,1,4.0,1.0,1.0,6.0,1,0,0,0,1
